 ID,Link,Text,Domain,SnapShot,Tags
"","http://www.ust.hk/provost/ug-guide/integrity/index.html","Academic Integrity & Conduct","www.ust.hk","www.ust.hk^provost^ug-guide^integrity^index.html.jpg"
"","http://www.ust.hk/provost/ug-guide/classes/weather.html","Bad Weather Arrangements","www.ust.hk","www.ust.hk^provost^ug-guide^classes^weather.html.jpg"
"","http://www.ust.hk/provost/ug-guide/classes/study.html","Study Load & Student Employment","www.ust.hk","www.ust.hk^provost^ug-guide^classes^study.html.jpg"
"","http://library.ust.hk/info/colls.html","Library Collections","library.ust.hk","library.ust.hk^info^colls.html.jpg"
"","http://libguides.ust.hk/","Research Guides","libguides.ust.hk","libguides.ust.hk^.jpg"
"","http://library.ust.hk/guides/findbook.html","Finding Books","library.ust.hk","library.ust.hk^guides^findbook.html.jpg"
"","http://library.ust.hk/guides/findarticle.html","Finding Articles & Journals","library.ust.hk","library.ust.hk^guides^findarticle.html.jpg"
"","http://library.ust.hk/guides/finddissertation.html","Finding Theses","library.ust.hk","library.ust.hk^guides^finddissertation.html.jpg"
"","http://library.ust.hk/guides/findav.html","Finding Audio & Videos","library.ust.hk","library.ust.hk^guides^findav.html.jpg"
"","http://lbsearch.ust.hk/","PowerSearch","lbsearch.ust.hk","lbsearch.ust.hk^.jpg"
"","http://ustlib.ust.hk/search/r","Course Reserve","ustlib.ust.hk","ustlib.ust.hk^search^r.jpg"
"","http://library.ust.hk/info/databases/","Databases","library.ust.hk","library.ust.hk^info^databases^.jpg"
"","http://library.ust.hk/info/ebooks.html","E-Books","library.ust.hk","library.ust.hk^info^ebooks.html.jpg"
"","http://library.ust.hk/res/ejournals/","E-Journals","library.ust.hk","library.ust.hk^res^ejournals^.jpg"
"","http://library.ust.hk/res/maps/","Antique Maps Database","library.ust.hk","library.ust.hk^res^maps^.jpg"
"","http://library.ust.hk/hkir/","HK Institutional Repositories","library.ust.hk","library.ust.hk^hkir^.jpg"
"","http://digitalimages.ust.hk/","HKUST Digital Images","digitalimages.ust.hk","digitalimages.ust.hk^.jpg"
"","http://library.ust.hk/cgi/db/thesis.pl","HKUST E-Theses","library.ust.hk","library.ust.hk^cgi^db^thesis.pl.jpg"
"","http://library.ust.hk/cgi/db/newsclip.pl","HKUST News Clippings","library.ust.hk","library.ust.hk^cgi^db^newsclip.pl.jpg"
"","http://library.ust.hk/repository/","Institutional Repository","library.ust.hk","library.ust.hk^repository^.jpg"
"","http://library.ust.hk/res/beyond/","Internet Resources","library.ust.hk","library.ust.hk^res^beyond^.jpg"
